Fiscal Year,Library,County,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Use of Public Internet Computers,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita
2009,Cornwall,Litchfield,12,1480,8750,5.9,940,0.64,42,0,21051,14.2,66,1232,0.8,695,27595,18.6,143831,97.18,28000,18.92,12378,57564,147323,99.5
2009,Coventry - Booth Dim,Tolland,132,12192,42729,3.5,6101,0.5,4500,0.4,99023,8.1,224,3888,0.3,4300,56730,4.7,392204,32.17,352236,28.89,33996,214181,362878,29.8
2009,Cromwell,Middlesex,84,13552,98000,7.2,5230,0.39,6827,0.5,105772,7.8,244,4137,0.3,18564,78547,5.8,524486,38.7,512756,37.84,67712,401169,666422,49.2
2009,Danbury,Fairfield,105,79226,478288,6,28238,0.36,52835,0.7,697559,8.8,437,6733,0.1,132375,124367,1.6,2276009,28.73,2107795,26.6,208353,1524541,2166556,27.3
2009,Darien,Fairfield,3,20246,397938,19.7,17519,0.87,66631,3.3,768775,38,1113,36360,1.8,172924,163813,8.1,3895765,192.42,2944852,145.45,421008,1876862,3874535,191.4
2009,Deep River,Middlesex,49,4673,50100,10.7,4384,0.94,5004,1.1,61830,13.2,235,2940,0.6,5004,43723,9.4,138505,29.64,125423,26.84,34422,92500,137411,29.4
2009,Derby Neck,New Haven,130,,41726,3.4,1639,0.13,6973,0.6,44266,3.6,589,11847,1,9313,62235,5,513514,,500,,38731,210331,471439,
2009,Derby,New Haven,130,12434,86850,7,6434,0.52,8600,0.7,69248,5.6,452,10447,0.8,22875,64284,5.2,424487,34.14,422846,34.01,59964,246912,451247,36.3
2009,Durham,Middlesex,75,7397,114985,15.5,5867,0.79,6947,0.9,202711,27.4,271,6274,0.8,9478,65038,8.8,544466,73.61,474424,64.14,52000,298661,471442,63.7
2009,East Granby,Hartford,71,5122,65321,12.8,4028,0.79,1650,0.3,58353,11.4,108,2376,0.5,4780,39891,7.8,259705,50.7,168000,32.8,22194,130889,260609,50.9
2009,East Haddam - Rathbun,Middlesex,81,,7800,0.9,2464,0.28,5100,0.6,43113,4.9,92,1125,0.1,4500,24872,2.8,217892,,93225,,9913,135803,222622,
2009,East Haddam,Middlesex,81,8852,23384,2.6,3730,0.42,100,0,16500,1.9,235,3179,0.4,2614,19549,2.2,112422,12.7,80656,9.11,6451,64777,118796,13.4
2009,East Hampton,Middlesex,124,12548,104500,8.3,7485,0.6,13007,1,129772,10.3,500,13499,1.1,18207,74085,5.9,417124,33.24,409503,32.63,77650,261526,490552,39.1
2009,East Hartford,Hartford,155,48697,85000,1.7,12473,0.26,16741,0.3,147881,3,687,9990,0.2,82367,221165,4.5,1194781,24.54,1183362,24.3,149826,892373,1189178,24.4
2009,East Haven - Hagaman,New Haven,135,28632,105600,3.7,12490,0.44,15423,0.5,136323,4.8,568,10662,0.4,12447,65930,2.3,764297,26.69,697460,24.36,69600,423818,760899,26.6
2009,East Lyme,New London,65,18690,75100,4,12094,0.65,9567,0.5,194304,10.4,291,5785,0.3,19145,126704,6.8,1014330,54.27,902187,48.27,110088,577875,1142322,61.1
2009,East Windsor - Warehouse,Hartford,112,10617,38540,3.6,3071,0.29,17600,1.7,63639,6,96,1774,0.2,1002,40694,3.8,395458,37.25,232522,21.9,27527,206560,377957,35.6
2009,Eastford,Windham,115,1789,5630,3.1,905,0.51,75,0,8929,5,32,200,0.1,,16661,9.3,50369,28.15,46890,26.21,7900,37325,57611,32.2
2009,Easton,Fairfield,11,7366,67974,9.2,5198,0.71,10980,1.5,123891,16.8,303,4154,0.6,8526,60856,8.3,624799,84.82,574849,78.04,111580,346505,737504,100.1
2009,Ellington - Hall,Tolland,111,14426,92306,6.4,8132,0.56,2982,0.2,126588,8.8,156,4545,0.3,10000,69684,4.8,649299,45.01,604623,41.91,64717,386064,637589,44.2
2009,Enfield,Hartford,146,45011,276800,6.1,16180,0.36,74709,1.7,383243,8.5,409,12850,0.3,83633,145871,3.2,1597311,35.49,1522649,33.83,176850,978556,1773493,39.4
2009,Essex,Middlesex,22,6753,65000,9.6,4196,0.62,9456,1.4,67060,9.9,365,8205,1.2,18912,37639,5.6,489781,72.53,250000,37.02,24807,277608,396334,58.7
2009,Essex - Ivoryton,Middlesex,22,,39000,5.8,627,0.09,1040,0.2,18650,2.8,163,3453,0.5,1820,16409,2.4,129744,,99000,,27739,63000,126171,
2009,Fairfield,Fairfield,17,57548,644816,11.2,30664,0.53,82296,1.4,996148,17.3,1120,24195,0.4,98549,339286,5.9,4184551,72.71,4169257,72.45,637510,2509572,4203706,73
2009,Fairfield -  Pequot,Fairfield,17,,116478,2,6200,0.11,6700,0.1,50227,0.9,465,23467,0.4,16987,150655,2.6,984383,,340000,,60459,525102,1041187,
2009,Farmington,Hartford,34,25084,280481,11.2,10689,0.43,61399,2.4,471133,18.8,1132,29920,1.2,36314,185440,7.4,2257694,90.01,2053100,81.85,144994,1308924,2253101,89.8
2009,Franklin - Janet Carlson,New London,91,1891,4737,2.5,1685,0.89,58,0,9174,4.9,268,3228,1.7,485,15664,8.3,60019,31.74,57611,30.47,11322,38971,58024,30.7
2009,Glastonbury - Wells-T.,Hartford,39,33169,408281,12.3,15865,0.48,18083,0.5,566440,17.1,610,15023,0.5,60052,164853,5,1787180,53.88,1642667,49.52,235387,863236,1593801,48.1
2009,"Glastonbury, East",Hartford,39,,5000,0.2,150,0,,,10086,0.3,3,38,0,,13810,0.4,21808,,7500,,8173,,20411,
2009,Goshen,Litchfield,28,3168,14225,4.5,3070,0.97,289,0.1,50858,16.1,136,1425,0.4,2665,29439,9.3,138825,43.82,125025,39.46,15102,89309,110736,35
2009,Granby,Hartford,74,11215,96616,8.6,8467,0.75,18710,1.7,170099,15.2,366,6698,0.6,8208,75703,6.8,468809,41.8,468809,41.8,51588,366619,607231,54.1
2009,Greenwich,Fairfield,1,61871,736688,11.9,33954,0.55,189790,3.1,1484619,24,1349,52586,0.8,459624,457824,7.4,10095411,163.17,7153494,115.62,1336162,5372243,9099622,147.1
2009,Greenwich - Perrot,Fairfield,1,,194106,3.1,6837,0.11,37928,0.6,322153,5.2,654,12290,0.2,24021,67538,1.1,1662969,,1505559,,185700,1030309,1393803,
2009,Griswold - Slater,New London,143,15595,40473,2.6,5925,0.38,2575,0.2,37957,2.4,76,2019,0.1,6500,31118,2,114789,7.36,100000,6.41,11232,81786,123433,7.9
2009,Groton - Bill,New London,97,42324,21450,0.5,1187,0.03,,,20000,0.5,100,1292,0,6853,20092,0.5,200669,4.74,20000,0.47,11706,109875,179482,4.2
2009,Groton,New London,97,42324,395393,9.3,30297,0.72,36816,0.9,372993,8.8,489,15733,0.4,61955,140875,3.3,1978428,46.74,1913283,45.21,199655,1389412,2166146,51.2
2009,Groton - Mystic,New London,97,,78500,1.9,4581,0.11,,,91040,2.2,455,5141,0.1,7028,50623,1.2,468888,,206700,,37892,258659,493605,
2009,Guilford,New Haven,33,22373,121434,5.4,16485,0.74,25565,1.1,291164,13,1010,15905,0.7,38063,131035,5.9,1155917,51.67,1025914,45.86,84500,806426,1168256,52.2
2009,Haddam - Brainerd,Middlesex,64,7800,51055,6.5,4917,0.63,1744,0.2,59534,7.6,285,4984,0.6,2789,44385,5.7,360614,46.23,285153,36.56,50768,220389,367079,47.1
2009,Hamden,New Haven,117,57698,254337,4.4,42179,0.73,52027,0.9,445122,7.7,427,8901,0.2,8672,206119,3.6,1776912,30.8,1691794,29.32,278719,1470555,2568171,44.5
2009,Hampton - Fletcher,Windham,134,2118,2373,1.1,1098,0.52,73,0,4702,2.2,48,657,0.3,426,17403,8.2,43900,20.73,24480,11.56,5793,12480,43409,20.5
2009,Hartford,Hartford,169,124563,803634,6.5,48558,0.39,457521,3.7,498542,4,5472,80620,0.6,288894,518302,4.2,8971256,72.02,8241573,66.16,752847,5072783,9372269,75.2
2009,Hartland,Hartford,100,2077,470,0.2,1181,0.57,,,349,0.2,,,,40,6197,3,6000,2.89,6000,2.89,4309,,16033,7.7
2009,Harwinton,Litchfield,70,5564,25854,4.6,2923,0.53,1506,0.3,50459,9.1,216,3133,0.6,1283,41767,7.5,182344,32.77,157979,28.39,24186,132956,235394,42.3
2009,Hebron - Douglas,Tolland,89,9232,20400,2.2,4634,0.5,,,99216,10.7,222,3739,0.4,11500,45510,4.9,412209,44.65,389000,42.14,35000,224600,387063,41.9
2009,Kent,Litchfield,18,2952,37393,12.7,1691,0.57,698,0.2,36520,12.4,420,6179,2.1,4108,29072,9.8,257681,87.29,78800,26.69,23929,142078,245358,83.1
2009,Killingly,Windham,150,17710,93410,5.3,7175,0.41,3456,0.2,104929,5.9,604,11694,0.7,3642,73561,4.2,728905,41.16,681830,38.5,53418,394471,683121,38.6
2009,Killingworth,Middlesex,54,6443,39333,6.1,2743,0.43,1699,0.3,75985,11.8,420,5777,0.9,13593,30974,4.8,299832,46.54,200573,31.13,45323,159865,296661,46
2009,Lebanon - JonTrumbull,New London,113,7354,44252,6,4044,0.55,1715,0.2,80148,10.9,241,4715,0.6,2064,48210,6.6,246324,33.5,205000,27.88,37939,121341,243743,33.1
2009,Ledyard,New London,120,15097,83385,5.5,9356,0.62,11878,0.8,192387,12.7,450,9979,0.7,12036,79145,5.2,613552,40.64,586973,38.88,81950,401015,748889,49.6
2009,Litchfield - OWL,Litchfield,53,8671,78313,9,6614,0.76,5921,0.7,123525,14.2,504,8328,1,68523,63648,7.3,610128,70.36,296150,34.15,65227,295639,591133,68.2
2009,Lyme,New London,8,2076,10659,5.1,1146,0.55,789,0.4,17218,8.3,44,346,0.2,3900,29362,14.1,176629,85.08,121536,58.54,20215,97071,175537,84.6
2009,Madison - E.C.Scranton,New Haven,25,18793,180559,9.6,13587,0.72,18264,1,322023,17.1,726,16958,0.9,55374,120064,6.4,1336823,71.13,1128492,60.05,136375,671467,1316280,70
2009,Manchester,Hartford,127,55857,398019,7.1,24340,0.44,52315,0.9,834197,14.9,984,26310,0.5,49910,238805,4.3,2858212,51.17,2786605,49.89,251198,1608151,2754505,49.3
2009,Mansfield,Tolland,158,24884,93686,3.8,5080,0.2,13573,0.5,236537,9.5,364,9532,0.4,16244,88267,3.5,657187,26.41,604570,24.3,136131,476099,782000,31.4
2009,Marlborough-Richmond,Hartford,69,6351,64995,10.2,2825,0.44,4101,0.6,133142,21,184,4803,0.8,5778,46896,7.4,369065,58.11,297410,46.83,46071,200530,394822,62.2
2009,Meriden,New Haven,161,59225,226259,3.8,38604,0.65,60634,1,228224,3.9,953,13446,0.2,87291,250069,4.2,2066412,34.89,2006015,33.87,181339,1460057,2706950,45.7
2009,Middlebury,New Haven,40,7252,58500,8.1,4856,0.67,8500,1.2,102576,14.1,678,14031,1.9,35000,67346,9.3,421878,58.17,411500,56.74,59500,259798,426662,58.8
2009,Middlefield - Levi Coe,Middlesex,83,4248,38000,8.9,2611,0.61,1625,0.4,51189,12.1,214,2905,0.7,3500,24885,5.9,299208,70.43,272567,64.16,30809,157383,299312,70.5
2009,Middletown - Russell,Middlesex,126,47778,279177,5.8,23500,0.49,31089,0.7,552665,11.6,405,13952,0.3,46801,189274,4,2832511,59.28,2679373,56.08,321626,2216868,3386176,70.9
2009,Milford,New Haven,55,55445,149582,2.7,29012,0.52,51052,0.9,284215,5.1,326,12744,0.2,18399,134996,2.4,1628573,29.37,1612293,29.08,135574,796812,1564331,28.2
2009,Monroe - Edith Wheeler,Fairfield,43,19402,120804,6.2,13027,0.67,10580,0.5,233212,12,435,10207,0.5,10155,94791,4.9,737098,37.99,707616,36.47,87250,459772,694528,35.8
2009,Montville - Raymond,New London,136,19744,4124,0.2,9738,0.49,125,0,8093,0.4,7,339,0,86,17660,0.9,65107,3.3,36000,1.82,4680,52794,94115,4.8
2009,Morris,Litchfield,50,2345,11976,5.1,1085,0.46,1161,0.5,15227,6.5,250,1283,0.5,578,15684,6.7,114615,48.88,80719,34.42,10251,64861,88351,37.7
2009,Naugatuck - Howard W.,New Haven,147,31931,127408,4,10777,0.34,14315,0.4,86808,2.7,293,6241,0.2,5,75904,2.4,870091,27.25,577360,18.08,21989,419765,793478,24.8
2009,New Britain,Hartford,167,70664,319501,4.5,25149,0.36,98783,1.4,408601,5.8,1377,24525,0.3,44507,220974,3.1,2950398,41.75,2775000,39.27,243475,1549388,2963788,41.9
2009,New Canaan,Fairfield,2,19890,482310,24.2,16390,0.82,51268,2.6,530270,26.7,1319,32457,1.6,47214,188178,9.5,2350473,118.17,1623500,81.62,324751,1256365,2085692,104.9
2009,New Fairfield,Fairfield,44,14100,102691,7.3,8823,0.63,,,157817,11.2,263,3955,0.3,7074,55776,4,481473,34.15,451445,32.02,40418,387563,583331,41.4
2009,New Hartford-Licia M.B.,Litchfield,76,6736,64000,9.5,5826,0.86,8700,1.3,82641,12.3,228,3567,0.5,5576,53576,8,318040,47.21,224007,33.26,43872,164033,331555,49.2
2009,New Haven,New Haven,165,123932,812348,6.6,39721,0.32,199877,1.6,330179,2.7,3317,58382,0.5,121006,471298,3.8,4979083,40.18,4084673,32.96,490750,2834349,5117582,41.3
2009,New London,New London,163,25923,162000,6.2,12489,0.48,10941,0.4,63043,2.4,163,2061,0.1,26990,84605,3.3,727488,28.06,605000,23.34,53006,358206,719974,27.8
2009,New Milford,Litchfield,62,28439,203880,7.2,11581,0.41,17671,0.6,317084,11.1,814,16299,0.6,21588,113254,4,1086062,38.19,1024710,36.03,198757,675404,1379232,48.5
2009,Newington - LucyWelles,Hartford,93,29619,244804,8.3,12620,0.43,66332,2.2,411622,13.9,699,28763,1,28762,156217,5.3,2324158,78.47,2281165,77.02,264154,1279940,2245796,75.8
2009,Newtown - Cyr.Booth,Fairfield,35,26790,205710,7.7,18474,0.69,74283,2.8,273380,10.2,1047,15827,0.6,59052,120005,4.5,1187130,44.31,1007953,37.62,77433,720527,1184130,44.2
2009,Norfolk,Litchfield,31,1652,33421,20.2,1397,0.85,2854,1.7,37342,22.6,251,8899,5.4,2450,37245,22.5,364955,220.92,1000,0.61,36973,153376,393930,238.5
2009,North Branford,New Haven,88,14406,37200,2.6,6700,0.47,3648,0.3,81732,5.7,203,2979,0.2,,70301,4.9,567310,39.38,565537,39.26,66733,345345,567310,39.4
2009,North Canaan - Douglas,Litchfield,128,3352,15554,4.6,1527,0.46,695,0.2,23143,6.9,142,920,0.3,2333,19378,5.8,96942,28.92,58875,17.56,8145,60216,95930,28.6
2009,North Haven,New Haven,51,24002,91156,3.8,15237,0.63,11336,0.5,190953,8,237,4422,0.2,36900,110630,4.6,1004990,41.87,966907,40.28,72216,618420,1010454,42.1
2009,North Stonington-Wheeler,New London,78,5212,84000,16.1,2677,0.51,6123,1.2,48932,9.4,122,2011,0.4,7800,29477,5.7,108639,20.84,22250,4.27,10120,61913,113881,21.8
2009,Norwalk,Fairfield,47,83456,376760,4.5,25322,0.3,55623,0.7,426671,5.1,431,7344,0.1,114685,262757,3.1,3620884,43.39,3601674,43.16,487008,2633490,4842271,58
2009,Norwalk - Rowayton,Fairfield,47,,30000,0.4,2783,0.03,,,60228,0.7,399,13345,0.2,6000,29231,0.4,298889,,154400,,44955,144538,286750,
2009,Norwich - Otis,New London,157,36432,180000,4.9,38012,1.04,9528,0.3,158001,4.3,566,11887,0.3,81953,82641,2.3,1217146,33.41,1121500,30.78,87502,748557,1203581,33
2009,Old Lyme - Phoebe,New London,19,7384,38693,5.2,6067,0.82,4457,0.6,77049,10.4,183,3128,0.4,11431,47937,6.5,600296,81.3,240000,32.5,37563,303425,576877,78.1
2009,Old Saybrook - Acton,Middlesex,24,10539,222521,21.1,6622,0.63,6439,0.6,184884,17.5,313,6083,0.6,23714,76689,7.3,698704,66.3,694710,65.92,105750,375454,673921,63.9
2009,Orange - Case,New Haven,29,13813,90254,6.5,9670,0.7,6575,0.5,142144,10.3,219,6362,0.5,12622,114256,8.3,615954,44.59,590103,42.72,72900,372868,704636,51
2009,Oxford,New Haven,73,12527,24000,1.9,4942,0.39,4900,0.4,44334,3.5,306,3950,0.3,5389,32211,2.6,233370,18.63,227444,18.16,29200,173050,231195,18.5
2009,Plainfield - Aldrich,Windham,162,15450,7233,0.5,3438,0.22,1500,0.1,10042,0.6,43,536,0,2000,14295,0.9,53125,3.44,48925,3.17,6095,24239,52587,3.4
2009,Plainville,Hartford,131,17193,130947,7.6,6647,0.39,8075,0.5,174956,10.2,289,8574,0.5,31565,102091,5.9,746795,43.44,684037,39.79,96357,398933,736970,42.9
2009,Plymouth - Terryville,Litchfield,144,12011,80300,6.7,5830,0.49,4285,0.4,67540,5.6,373,5274,0.4,9283,59512,5,448530,37.34,422778,35.2,63250,246725,433941,36.1
2009,Pomfret,Windham,118,4165,5400,1.3,1538,0.37,600,0.1,16916,4.1,163,1310,0.3,1200,19757,4.7,71875,17.26,65869,15.81,7267,45657,73360,17.6
2009,Portland,Middlesex,107,9537,94016,9.9,4279,0.45,5710,0.6,155893,16.3,264,5134,0.5,4800,79399,8.3,773132,81.07,727459,76.28,68030,457609,884842,92.8
2009,Preston,New London,121,4902,20272,4.1,2248,0.46,655,0.1,33438,6.8,27,1781,0.4,2040,30148,6.2,168610,34.4,155491,31.72,14983,90745,174302,35.6
2009,Prospect,New Haven,96,9273,32000,3.5,4236,0.46,7600,0.8,63950,6.9,64,1680,0.2,4400,39971,4.3,253412,27.33,245460,26.47,32500,138870,233564,25.2
2009,Putnam,Windham,154,9292,66997,7.2,4728,0.51,6025,0.6,76572,8.2,260,6491,0.7,4177,38668,4.2,449976,48.43,444286,47.81,33947,216394,423512,45.6
2009,Redding - Mark Twain,Fairfield,10,8840,73356,8.3,5708,0.65,3257,0.4,121715,13.8,310,5711,0.6,8093,51026,5.8,600396,67.92,361312,40.87,73109,316369,584969,66.2
2009,Ridgefield,Fairfield,9,23872,394617,16.5,10268,0.43,17007,0.7,428104,17.9,894,22128,0.9,30338,130235,5.5,2084734,87.33,1642400,68.8,174670,1112062,2081139,87.2
2009,Rocky Hill-Cora Belden,Hartford,77,18808,166609,8.9,8024,0.43,20404,1.1,268460,14.3,253,8697,0.5,10057,66433,3.5,931227,49.51,905466,48.14,103621,693601,1089902,57.9
2009,Roxbury - Minor,Litchfield,7,2319,16879,7.3,1598,0.69,4759,2.1,23962,10.3,111,2334,1,1551,39745,17.1,202944,87.51,100000,43.12,16562,101687,235899,101.7
2009,Salem,New London,92,6546,35000,5.3,2893,0.44,520,0.1,68668,10.5,120,1306,0.2,1907,29584,4.5,91950,14.05,107080,16.36,11970,77722,132093,20.2
2009,Salisbury - Scoville,Litchfield,16,3987,54789,13.7,2832,0.71,6240,1.6,83376,20.9,302,6000,1.5,6358,39004,9.8,412069,103.35,164800,41.33,31785,232809,426933,107.1
2009,Scotland,Windham,137,1725,9720,5.6,618,0.36,185,0.1,16577,9.6,90,615,0.4,2600,14130,8.2,52505,30.44,47181,27.35,5336,23800,53322,30.9
2009,Seymour,New Haven,114,16240,146602,9,11284,0.69,8746,0.5,88667,5.5,118,5092,0.3,7884,76790,4.7,549558,33.84,480110,29.56,56589,252724,529436,32.6
2009,Sharon - Hotchkiss,Litchfield,14,3022,18500,6.1,1200,0.4,1400,0.5,17721,5.9,140,1250,0.4,600,12774,4.2,217248,71.89,50000,16.55,15297,81454,156702,51.9
2009,Shelton - Plumb,Fairfield,52,40011,175003,4.4,15386,0.38,7685,0.2,277325,6.9,607,13282,0.3,27506,150776,3.8,1112951,27.82,1121710,28.04,159469,755961,1272319,31.8
2009,Sherman,Fairfield,23,4110,32600,7.9,2424,0.59,,,45321,11,159,2756,0.7,6000,27556,6.7,204201,49.68,120000,29.2,25719,105111,209421,51
2009,Simsbury,Hartford,45,23659,245000,10.4,12161,0.51,52161,2.2,459260,19.4,670,24640,1,81520,150506,6.4,1288716,54.47,1321686,55.86,195949,946271,1781440,75.3
2009,Somers,Tolland,138,10850,55000,5.1,3905,0.36,,,75485,7,172,2484,0.2,14000,53849,5,517186,47.67,399663,36.84,51936,257376,453377,41.8
2009,South Windsor,Hartford,79,25940,219255,8.5,10351,0.4,13829,0.5,282207,10.9,432,8659,0.3,53720,143770,5.5,1360983,52.47,1326789,51.15,180659,711311,1397814,53.9
2009,Southbury,New Haven,48,19678,182313,9.3,8100,0.41,6236,0.3,353815,18,558,12907,0.7,32170,99330,5,860144,43.71,672014,34.15,111007,478963,944154,48
2009,Southington,Hartford,99,42142,275424,6.5,28448,0.68,163020,3.9,347465,8.2,340,12395,0.3,27057,119426,2.8,1307108,31.02,1290577,30.62,103000,888543,1579499,37.5
2009,Sprague,New London,152,2981,7844,2.6,1869,0.63,883,0.3,10020,3.4,145,819,0.3,2343,13152,4.4,65508,21.98,63048,21.15,5500,52000,62817,21.1
2009,Stafford,Tolland,145,11786,86721,7.4,5852,0.5,1622,0.1,89307,7.6,297,4104,0.3,12457,51694,4.4,459281,38.97,357017,30.29,48598,268811,438511,37.2
2009,Stamford - Ferguson,Fairfield,26,118475,961580,8.1,95000,0.8,175433,1.5,1027788,8.7,1614,48330,0.4,471364,523447,4.4,8553528,72.2,7761360,65.51,816801,4995649,8850585,74.7
2009,Sterling,Windham,141,3725,10500,2.8,1801,0.48,3598,1,57229,15.4,74,540,0.1,1500,24794,6.7,79595,21.37,77968,20.93,11715,44350,76900,20.6
2009,Stonington,New London,41,18343,39363,2.1,5925,0.32,956,0.1,59052,3.2,321,7013,0.4,4653,40132,2.2,257397,14.03,120000,6.54,33711,177090,307657,16.8
2009,Stratford,Fairfield,103,49015,285222,5.8,33245,0.68,54328,1.1,450953,9.2,3324,53589,1.1,41723,169299,3.5,3027379,61.76,2790455,56.93,260682,1700537,2954109,60.3
2009,Suffield - Kent,Hartford,106,15104,139882,9.3,7259,0.48,8955,0.6,139889,9.3,476,8744,0.6,,83021,5.5,520470,34.46,430766,28.52,52329,311086,519533,34.4
2009,Thomaston,Litchfield,129,7818,74000,9.5,3284,0.42,7000,0.9,93826,12,558,10604,1.4,19968,56222,7.2,347576,44.46,318076,40.69,46333,193681,399634,51.1
2009,Thompson,Windham,151,9231,50827,5.5,5382,0.58,14173,1.5,85400,9.3,475,7290,0.8,3659,55901,6.1,368368,39.91,361760,39.19,56225,257042,362196,39.2
2009,Tolland,Tolland,108,14631,94723,6.5,9410,0.64,26018,1.8,148891,10.2,221,3280,0.2,,63925,4.4,395652,27.04,389799,26.64,43202,317646,554446,37.9
2009,Torrington,Litchfield,153,35451,96000,2.7,12024,0.34,94945,2.7,114934,3.2,232,4647,0.1,10313,55422,1.6,643453,18.15,27400,0.77,51919,341403,594172,16.8
2009,Trumbull,Fairfield,37,34752,230928,6.6,22524,0.65,30572,0.9,483979,13.9,804,13224,0.4,42566,168752,4.9,1693013,48.72,1465837,42.18,311946,1069811,1672887,48.1
2009,Union,Tolland,57,751,8000,10.7,323,0.43,26,0,6233,8.3,50,372,0.5,15,12629,16.8,30182,40.19,27704,36.89,6196,11113,31496,41.9
2009,Vernon - Rockville,Tolland,140,29620,125642,4.2,14037,0.47,4644,0.2,161699,5.5,205,6184,0.2,8613,75366,2.5,883757,29.84,300000,10.13,84006,373407,781484,26.4
2009,Voluntown,New London,125,2612,10428,4,1736,0.66,382,0.1,24276,9.3,101,1241,0.5,2471,18764,7.2,76645,29.34,77321,29.6,4901,44192,72191,27.6
2009,Wallingford,New Haven,90,44679,480000,10.7,34223,0.77,90680,2,646244,14.5,741,22045,0.5,97431,243506,5.5,2809217,62.88,2579793,57.74,292299,1465563,2646597,59.2
2009,Warren,Litchfield,20,1384,3388,2.4,900,0.65,35,0,6734,4.9,116,1493,1.1,40,11885,8.6,40731,29.43,25000,18.06,7784,27628,42852,31
2009,Washington - Gunn,Litchfield,13,3671,43957,12,2500,0.68,,,66747,18.2,148,3644,1,1481,48023,13.1,691214,188.29,118000,32.14,22374,207825,458798,125
2009,Waterbury - Silas Bron.,New Haven,166,107174,285174,2.7,42709,0.4,19585,0.2,195302,1.8,111,3388,0,80000,254549,2.4,2491242,23.24,2491290,23.25,271699,1494692,2522890,23.5
2009,Waterford,New London,42,18775,190126,10.1,17212,0.92,20408,1.1,235206,12.5,404,6324,0.3,34587,84655,4.5,1298424,69.16,1182448,62.98,129285,884439,1309928,69.8
2009,Watertown,Litchfield,109,22128,75105,3.4,13341,0.6,48025,2.2,94502,4.3,76,1904,0.1,41002,91217,4.1,744970,33.67,735000,33.22,67679,394520,742736,33.6
2009,West Hartford,Hartford,67,60486,559963,9.3,27455,0.45,88789,1.5,735199,12.2,984,28114,0.5,419972,244099,4,3669805,60.67,3652250,60.38,438957,2124890,3708182,61.3
2009,West Haven,New Haven,156,52676,73988,1.4,40124,0.76,17498,0.3,220156,4.2,414,7891,0.1,33587,157488,3,1657654,31.47,1564602,29.7,140880,955090,1474729,28
2009,Westbrook,Middlesex,36,6618,35000,5.3,6669,1.01,10297,1.6,41700,6.3,466,5357,0.8,8218,46380,7,356936,53.93,343118,51.85,41017,210378,395895,59.8
2009,Weston,Fairfield,5,10200,35000,3.4,6118,0.6,,,63853,6.3,362,5974,0.6,1867,61802,6.1,392732,38.5,387791,38.02,50614,248694,400095,39.2
2009,Westport,Fairfield,4,26508,563703,21.3,23152,0.87,202824,7.7,832224,31.4,1007,47366,1.8,54739,226079,8.5,5147726,194.2,3975193,149.96,411775,2775820,4939379,186.3
2009,Wethersfield,Hartford,86,25781,117366,4.6,9925,0.38,33897,1.3,315770,12.2,407,12755,0.5,21040,108186,4.2,1701727,66.01,1631386,63.28,162280,955660,1675946,65
2009,Willington,Tolland,123,6139,26400,4.3,3426,0.56,18150,3,45752,7.5,23,2888,0.5,3075,31605,5.1,176578,28.76,101607,16.55,27057,89216,190296,31
2009,Wilton,Fairfield,6,17715,284682,16.1,12702,0.72,38790,2.2,362347,20.5,824,32310,1.8,22769,139913,7.9,3047686,172.04,2363855,133.44,230125,1437342,3125652,176.4
2009,Winchester - Beardsley,Litchfield,142,15942,,,7504,0.47,2381,0.1,56028,3.5,346,3128,0.2,,52018,3.3,320204,20.09,197646,12.4,35960,155639,301636,18.9
2009,Windham - Guilford Sm,Windham,168,,5912,0.2,398,0.02,637,0,7381,0.3,57,1060,0,418,10483,0.4,59070,,13466,,5250,24460,59070,
2009,Windham - Willimantic,Windham,168,23678,120000,5.1,10460,0.44,4500,0.2,65721,2.8,105,2038,0.1,13000,62642,2.6,734211,31.01,700415,29.58,69395,414451,708612,29.9
2009,Windham Free,Windham,168,,11752,0.5,1156,0.05,402,0,8935,0.4,81,1907,0.1,281,9262,0.4,53585,,29505,,6500,33150,54845,
2009,Windsor,Hartford,95,28754,259941,9,12140,0.42,64975,2.3,299307,10.4,540,14915,0.5,68047,124029,4.3,1544094,53.7,1488030,51.75,161883,799134,1492161,51.9
